Street Name	Record Count	Years	Amendment	Notes
Coverack Road	332	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
COVERRACK ROAD	45	1971		
Crawford Street	195	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Crescent Road	460	1886; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Crindau	2	1878; 1886		
CRINDAU COTTAGES—	65	1887		
Crindau Road	214	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
CRINDAU ROAD.—	182	1899		
CRINDAU TERRACE—	185	1890		
Cromwell Road	839	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cross Hands Cottages	1	1933		
Cross Lane	101	1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1950; 1971		
Cross Street	276	1876; 1878; 1893; 1894; 1897		
Crouch Close	25	1971	Crouch Close	
Crown Arcade	73	1946; 1971		
Crown Street	255	1876; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Croydon Close	12	1971	Croydon Close	
Croydon Road	31	1914; 1927; 1933; 1936; 1938; 1946; 1950		
Cumberland Road	264	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Cunningham Road	21	1971	Cunningham Road	
Curie Close	12	1950; 1971		
Cyril Street	481	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
D 5 58	28	1927		Investigate
D 5 6	12	1927		Investigate
Dale Road	148	1946; 1950; 1971		
Daniel Street	441	1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Darent Close	40	1971	Darent Close	
Darent Road	26	1971	Darent Road	
Darent Walk	32	1971	Darent Walk	
Dart Road	39	1971	Dart Road	
Darwin Drive	89	1950; 1971		
David Street	473	1878; 1886; 1887; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Davies Bros	5	1899		
Davies Bros. builders' merchants	87	1893		
Davy Close	19	1950; 1971		
Dawley Street	140	1927; 1936	Dawley Street	
Dawson Close	84	1971	Dawson Close	
Dean Street	464	1887; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Delius Close	37	1950; 1971		
Denbigh Road	285	1933; 1936; 1938; 1946; 1950; 1971		
Dents Close	9	1971	Dents Close	
Dents Hill	10	1971	Dents Hill	
Depot Street	64	1878; 1886; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
DEPOT STREET	6	1899		
Derby Grove	26	1971	Derby Grove	
Deri wharf	4	1893; 1899		
Derwent Court	24	1971	Derwent Court	
Devon Place	606	1876; 1878; 1886; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
DEVON PLACE	25	1899		
DEVON ROAD	69	1887		
Devonshire Cottages	2	1933		
Devonshire wharf	22	1894; 1899		
Devonshire wharf—	5	1893		
Dewsland Park Road	579	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Dewsland Road	8	1905		
Dewston Street	2	1905		
Dewstow Street	823	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Diana Street	67	1905; 1914; 1933; 1936; 1938; 1946; 1950		
Dibdon Close	64	1971		
Dickens Drive	299	1971	Dickens Drive	
Dock (The Old)	13	1897		
Dock (Town)	134	1905; 1933; 1938; 1946; 1950		
Dock Cottages	192	1890; 1933		
DOCK COTTAGES—	366	1887; 1893; 1899		
Dock Parade	297	1876; 1878; 1886; 1893; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Dock Road	10	1893; 1894		
Dock Road Chambers	143	1886; 1893; 1894; 1899; 1905; 1936; 1938; 1946		
Dock Street	2900	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
DOCK STREET CHAMBERS	3	1899		
DOCK STREET CHAMBERS—	7	1893		
Docks (The)	56	1876		
Dolphin Street	905	1876; 1878; 1893; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Don Close	68	1971	Don Close	
DON's	50	1971		Investigate
Donnington Street	1	1936	Donnington Street	
Dorset Close	10	1971	Dorset Close	
Dorset Crescent	44	1971	Dorset Crescent	
Dorset Place	20	1886; 1893; 1894; 1899; 1933; 1936; 1938; 1946		
Dorset Road	6	1927	Dorset Road	
Dos Cottages's Hill	8	1933		
Dos Road	682	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Dos Works Yard	1	1936	Dos Works Yard	
Dowland Close	19	1971	Dowland Close	
Downing Street	629	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Drake Close	44	1971	Drake Close	
Drinkwater Gardens	328	1950; 1971		
DRIVE	63	1971		Investigate
Duckpool Road	1491	1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Duckpool Terrace	22	1893; 1933		
DUCKPOOL TERRACE—	11	1894		
DUDLEY	330	1971		Investigate
Dudley Street	376	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Duke Street	23	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Dumfries Place	140	1876; 1878; 1886; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Durham Lane	4	1927; 1936; 1938; 1946		
Durham Road	1816	1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
E 2 37	15	1927		Investigate
E 5 47	13	1927		Investigate
East Grove Road	52	1936; 1938; 1946; 1950; 1971		
East Lock Flats	2	1933		
East Market Street	159	1876; 1878; 1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
EAST MARKET STREET	41	1899		
East Side	28	1933		
East Street	334	1876; 1878; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
East Usk Road	462	1878; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Eastmoor Road	51	1971	Eastmoor Road	
Easton Place	11	1933		
EASTON PLACE.—	12	1890		
EASTON PLACE—	18	1893; 1894		
Ebbw Vale Co.'s coal wharf	14	1893; 1894		
Ebbw Vale Coal Co.'s wharf	15	1899		
Ebenezer Terrace	505	1876; 1878; 1886; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Edison Ridge	57	1950; 1971		
EDWARD GERMAN CRESCENT	34	1971		
Edward Street	64	1886; 1905		
Edward VII Avenue	375	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Edward VII Crescent	49	1933; 1936; 1938; 1946; 1950; 1971		
Edwin Street	309	1890; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Elaine Crescent	108	1936; 1938; 1946; 1950; 1971		
Elan Close	38	1971	Elan Close	
Eldon Chambers	1	1905		
Elgar Avenue	192	1946; 1950; 1971		
Elgar Circle	133	1946; 1950; 1971		
Elgar Close	52	1950; 1971		
ELLON CHAMBERS	21	1899		
ELM GROVE	22	1971		
Elysia Street	12	1938; 1946; 1950		
Elysta Street	8	1971	Elysta Street	
Emlyn Chambers	15	1890; 1905; 1927; 1938; 1946		
EMLYN CHAMBERS—	28	1890; 1893		
Emlyn Sqaure	3	1971		
Emlyn Street	498	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Emlyn Terrace	119	1899; 1905; 1914; 1933; 1936; 1938		
Emlyn Walk	5	1971	Emlyn Walk	
English Baptist Church	3	1927	English Baptist Church	
Enville Close	8	1971	Enville Close	
Enville Road	56	1946; 1950; 1971		
Eric Coates Walk	17	1971	Eric Coates Walk	
Eric Coats Close	2	1971		
Eschol Close	43	1971	Eschol Close	
Essex Street	43	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Eton Road	396	1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Evans Street	221	1890; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Eveswell Park	151	1905; 1914; 1933; 1936; 1938; 1946		
Eveswell Park Road	26	1950		
Eveswell Street	409	1886; 1890; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Eveswell Terrace	12	1905; 1933; 1936; 1938; 1946		
EVESWELL TERRACE—	12	1893; 1894		
Exchange Chambers	1	1933		
EXCHANGE CHAMBERS—	69	1890; 1893		
Exchange Road	1	1933		
Exeter Road	112	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Exeter Street	278	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
F	3	1927		Investigate
Factory Road	102	1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fair Oak Lane	3	1971	Fair Oak Lane	
Fair Oak Terrace	393	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971	Fair Oak Terrace	
Fairfax Road	361	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fairfax Street	8	1905		
Fairoak Avenue	633	1886; 1893; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fairways	1	1950		
Faraday	1	1950		
Farm Cottages	6	1933		
FARMWOOD COTTAGES—	6	1893		
Farnaby Close	24	1971	Farnaby Close	
Faulkner Road	313	1890; 1893; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Feering Street	568	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fern Rise	247	1971	Fern Rise	
Fibbank Crescent	21	1938		
FICE T. &	69	1927		Fair Oak Terrace
Fields Crescent Road	12	1897; 1899		
Fields Park Avenue	236	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Fields Park Crescent	25	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Fields Park Road	498	1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Fields Road	582	1893; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Filey Road	82	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Firbank Avenue	106	1938; 1946; 1950; 1971		
Firbank Crescent	82	1946; 1950; 1971		
Fire Station Cottages	5	1933		
Fire Station Flats	4	1933		
FISHER CLOSE	37	1971		
Five villas building!	9	1893		
Fleming Close	18	1950; 1971		
FLINT CLOSE	9	1971		
Ford Street	432	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
FOREST CLOSE	18	1971		
Fosse Road	34	1971	Fosse Road	
Fothergill Place	1	1914		
Fothergill Street	73	1893; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Fotheringham Place	111	1933; 1936; 1938; 1946; 1950		
Francis Street	168	1876; 1878; 1886; 1893; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
FRANCIS' DYE WORKS	2	1927		Fair Oak Terrace
FRANCIS' DYE WORKS. ESTAB. 1890	346	1927		Fair Oak Terrace
FRANCIS’ DYE WORKS. ESTAB. 1890	54	1927		Fair Oak Terrace
Frank Street	225	1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Frederick Street	316	1878; 1893; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
FREDERICK STREET	21	1899		
FRIAR's FIELDS	101	1887		
Friar's Road	9	1886; 1893		
Friars	27	1893		
Friars Chambers	5	1905; 1936; 1938; 1946		
FRIARS CHAMBERS—	5	1899		
Friars Crescent	73	1936; 1938; 1946; 1950; 1971		
Friars Fields	4	1876; 1878		
Friars Road	328	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
FRIARS ROAD	9	1899		
Friars Street	177	1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
FRIARS STREET	79	1899		
Frobisher Road	67	1938; 1946; 1950		
FROHERBIER ROAD	27	1971		
Frome Walk	128	1971	Frome Walk	
FULFORD's	25	1890		
Fulford's Cottages	24	1886; 1894; 1933; 1936; 1938; 1946		
FULFORD's COTTAGES	1	1899		
Fulfords Cottages	1	1905		
G	230	1927		Investigate
G. W. Wharf depot for coal	1	1894		
G. W. Wharf —	22	1893		
G. W. Wharf —D	9	1894		
G.W.R. INSTITUTE	6	1927		Investigate
Gaer Fach	29	1933; 1936; 1938; 1946		
Gaer Park Avenue	521	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Crescent	52	1933; 1936		
Gaer Park Drive	804	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Hill	120	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Lane	200	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Parade	59	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Road	503	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Road	128	1933; 1938; 1946; 1950; 1971		
Gaer Street	113	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
GAER STREET	12	1899		
Gainey's Court	16	1887; 1894		
Gainsborough Drive	98	1971	Gainsborough Drive	
Garden Lane	5	1894; 1897		
GARDEN LANE	3	1899		
Garth Terrace	7	1933		
GARTH TERRACE.—	24	1899		
GARTH TERRACE—	39	1890; 1894		
GAS CO.'s COTTAGES—	9	1893		
Gaskell Street	233	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
GASKELL STREET	29	1899		
George Street	976	1876; 1878; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
GEORGE STREET	47	1899		
George Street (Lower)	21	1876		
George's Buildings	85	1886; 1893; 1894		
Gibb's Road	39	1971	Gibb's Road	
Gibbs Road	633	1893; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Gilbert Close	34	1971	Gilbert Close	
Glanmor Crescent	332	1971	Glanmor Crescent	
Glasllwch Crescent	121	1933; 1950		
Glasllwch Lane	264	1927; 1933; 1936; 1938; 1946; 1950; 1971		
GLASS WORKS COTTAGES—	25	1893		
Glassworks Cottages	247	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Glebe Street	447	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
GLEBE STREET	44	1899		
GLO'STER BANK CHAMBERS	23	1893		
Glo'ster Place	26	1878; 1886; 1936		
Glo'ster Street	55	1878; 1886; 1894; 1936; 1946		
Globe Cottages	2	1886		
Glos'Terrace Place	10	1946		Investigate
Gloster Place	41	1905; 1933; 1938; 1950		
Gloster Street	75	1905; 1933; 1938; 1950; 1971		
Gloucester Bank Chambers	41	1893; 1894		
GLOUCESTER BANK CHAMBERS	20	1899		
Gloucester Chambers	14	1905; 1927; 1938; 1946		
Gloucester Place	20	1897; 1914		
Gloucester Street	21	1897; 1914		
GLO’STER PLACE	11	1927		
GLO’STER STREET	10	1927		
Godfrey Road	484	1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
GODFREY ROAD	52	1899		
Gold Tops	312	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Goldsmith Close	4	1950		
Goodrich Crescent	678	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Goodrich Street	68	1899		
Goosens Close	43	1971		
Gordon Street	568	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Gore Street	235	1890; 1893; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Gothic Villas	113	1890; 1893; 1927; 1933		
GOTHIC VILLAS	16	1899		
Goya CLose	13	1971	Goya CLose	
Grafton Joinery	5	1971	Grafton Joinery	Investigate
Grafton Road	278	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Graham Bell Close	20	1971	Graham Bell Close	
Graham Street	799	1876; 1878; 1886; 1890; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Graig Park Avenue	253	1936; 1938; 1946; 1950; 1971		
Graig Park Circle	418	1936; 1938; 1946; 1950; 1971		
Graig Park Hill	172	1936; 1938; 1946; 1950; 1971		
Graig Park Lane	216	1936; 1938; 1946; 1950; 1971		
Graig Park Parade	147	1936; 1938; 1946; 1950; 1971		
Graig Park Road	224	1936; 1938; 1946; 1950; 1971		
Graig Park Villas	212	1936; 1938; 1946; 1950; 1971		
Graig Wood Close	128	1971	Graig Wood Close	
Granville Lane	17	1971	Granville Lane	
Granville Square	286	1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
GRANVILLE SQUARE	24	1899		
Granville Street	353	1893; 1894; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
GRANVILLE STREET	31	1899		
Greene Close	139	1971	Greene Close	
Greenfield Hill	1	1886		
Greenmeadow Avenue	134	1933; 1936; 1938; 1946; 1950		
Greenmeadow Road	103	1927; 1933; 1936; 1938; 1946; 1950		
Grenville Square	24	1886		
Grenville Street	121	1876; 1878; 1886		
GRIFFIN	16	1927		
Griffin Chambers	4	1927		
Griffin Street	243	1893; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
GRIFFIN STREET	12	1899		
Griffiths Street	2	1905; 1938		
GRIFFITHS STREET	1	1899		
Grove	1	1899		
Groves Road	52	1946; 1950		
Guardians' Offices	52	1927		
GUILDHALL CHAMBERS—	47	1890; 1893		
Gymnasium	6	1927	Gymnasium	Investigate
H	53	1927		Investigate
Haisbro Avenue	206	1933; 1936; 1938; 1946; 1950; 1971		
Haldane Place	38	1950; 1971		
Halle Close	14	1971	Halle Close	
Halstead Street	725	1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
HALSTEAD STREET	11	1899		
Hamilton Street	318	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hampden Road	346	1933; 1936; 1938; 1946; 1950; 1971		
Hampshire Avenue	27	1971		
Hampshire Close	8	1971	Hampshire Close	
Hampshire Cresent	40	1971		
Hampton Place	1	1893		
HAMPTON PLACE.—	11	1890		
HAMPTON PLACE—	83	1893; 1894		
Hampton Street	68	1899		
Handel Close	53	1971	Handel Close	
Handsworth Street	53	1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
HARDING AVENUE	21	1971		
Hardy Close	30	1950; 1971		
HARGREAVES DRIVE	39	1971		
Harrhy Street	48	1899; 1905; 1914; 1936; 1938; 1946; 1971		
HARROGATE ROAD	22	1971		
Harrow Road	556	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Harvey Close	4	1950; 1971		
Hathaway Street	42	1946; 1950; 1971		
Havelock Street	66	1876; 1886; 1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hawarden Road	216	1933; 1936; 1938; 1946; 1950; 1971		
Hawkes Close	5	1971	Hawkes Close	
Hawkins Crescent	14	1971	Hawkins Crescent	
Hawthorn Avenue	301	1933; 1936; 1938; 1946; 1950		
Hawthorn Fosse	97	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hawthorn Square	162	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hawthorne Avenue	472	1914; 1971		
Hazlitt Close	8	1950		
Heather Road	388	1927; 1933; 1936; 1938; 1946; 1950		
Henry Street	1181	1886; 1893; 1894; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Henry Wood Close	62	1950; 1971		
Henson Street	305	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Herbert Road	13	1950; 1971		
Herbert Street	402	1876; 1893; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hereford Place	118	1878; 1886; 1893; 1899; 1905; 1936; 1938; 1946		
Hereford Street	498	1890; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hertford Place	111	1933; 1936; 1938; 1946; 1950; 1971		
Hewertson Street	931	1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
HIGH ST. CHAMBERS—	47	1890; 1893		
High Street	1556	1876; 1878; 1890; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Highbury Chambers	102	1894; 1905; 1927; 1933; 1938; 1946; 1971		
Highbury Chambers—	12	1893		
Highcroft Road	78	1933; 1936; 1938; 1946; 1950; 1971		
Highcross Drive	62	1946; 1950; 1971		
Highcross Lane	98	1946; 1950; 1971		
Highfield Road	56	1938; 1946; 1950; 1971		
Highweek Terrace	38	1893; 1894; 1927; 1933		
HIGHWEEK TERRACE	20	1899		
HIGHWEEK TERRACE—	3	1890		
Hiley's Court	1	1894		
Hill Dr. Eschol	30	1893		
Hill George	12	1899		
Hill Street	545	1876; 1878; 1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hill Thos	27	1893		
Hill William	12	1899		
HILLMINSTER TERRACE—	5	1890		
Hillview Crescent	101	1971	Hillview Crescent	
Hobart Close	13	1971	Hobart Close	
Hogarth Close	23	1971	Hogarth Close	
Holbein Road	9	1971		
Hollybush Avenue	46	1971		
Hollybush Close	24	1971	Hollybush Close	
Holst Close	27	1971	Holst Close	
Homfray Avenue	15	1894		
Homfray Street	4	1897		
Hood Road	37	1971	Hood Road	
Hopefield	173	1878; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hopkins Walk	11	1971	Hopkins Walk	
Horrocks Close	24	1971	Horrocks Close	
Hoskins Street	867	1893; 1894; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
HOUSE	2	1927		Investigate
Hove Avenue	221	1946; 1950; 1971		
Howard Close	34	1971	Howard Close	
Howe Circle	32	1971	Howe Circle	
Howe Street	30	1927	Howe Street	
Hubert Road	282	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Humber Close	27	1971	Humber Close	
Humber Road	53	1971	Humber Road	
Huxley Green	27	1950; 1971		
Ifton Street	217	1905; 1914; 1927; 1933; 1936; 1946; 1950; 1971		
Imperial Chambers	4	1933; 1938; 1946		
Inkerman Street	6	1878		
Inner Circle	21	1927; 1933		
Isca Terrace	2	1876		
Island Site	10	1933		
Itchen Close	20	1971	Itchen Close	
Itchen Road	6	1971	Itchen Road	
Ivor Street	246	1876; 1878; 1893; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Ivy Road	24	1927; 1936; 1971		
Jackson Place	207	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
James Street	246	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jane Austen Close	12	1971	Jane Austen Close	
Jane Austin Close	10	1950		
Japonica Close	23	1971	Japonica Close	
Jayne's Buildings	117	1878; 1886; 1893; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Jeddo Street	1121	1878; 1886; 1897; 1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Jeffrey Street	961	1899; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Jellicoe Close	24	1971	Jellicoe Close	
JENKINS	8	1971		Investigate
Jenkins Street	345	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jervis Walk	14	1971	Jervis Walk	
Jewell Lane	4	1971	Jewell Lane	
JEWELLERS	12	1971		Investigate
Joen Ireland Close	94	1971		
John Bull Close	21	1971	John Bull Close	
John Field Walk	10	1971	John Field Walk	
John Frost Square	13	1971	John Frost Square	
John Street	160	1886; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jones Street	772	1876; 1886; 1893; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jones's Cottages	2	1933		
Joyce Close	57	1971	Joyce Close	
JUBILEE TERRACE	16	1893		
JUBILEE TERRACE.—	70	1890		
JUBILEE TERRACE—	37	1893; 1894		
Junction Road	122	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Junction Street	8	1876		
Kear Street	35	1886; 1893; 1894; 1950; 1971		
Keats Close	6	1971	Keats Close	
Keene Street	131	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kelly Road	15	1971	Kelly Road	
Kelvedon Street	72	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kelvin Chambers	6	1927; 1933		
Kelvin Close	14	1950		
Kenilworth Road	217	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kensington Grove	91	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kensington Place	420	1876; 1894; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kensington Street	13	1894		
KENSINGTON TERRACE.—	90	1890		
Keynsham Avenue	264	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Keyse's buildings	60	1886; 1893; 1894; 1899		
Kimberley Terrace	137	1927; 1933		
King Street	164	1886; 1893; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
King's Chambers	2	1938; 1946		
King's Parade	95	1899; 1927; 1933; 1938; 1946; 1950; 1971		
Kings Parade	70	1876; 1897; 1905; 1914		
Kingshill	14	1894; 1897; 1905; 1914; 1933; 1936; 1938		
Kingsland Terrace	15	1905; 1927; 1933		
KINGSLAND TERRACE—	53	1893; 1894; 1899		
KINGSM	10	1927		Investigate
Kingsmill Gardens	30	1893; 1894; 1897; 1927; 1933		
Kingsmill Terrace	325	1876; 1886; 1893; 1894; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Kingston Road	71	1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kingsway	169	1938; 1946; 1950; 1971		
Kipling Hill	5	1950		
Kirby Street	120	1886; 1894; 1897; 1899; 1905; 1914; 1933; 1938; 1946; 1950		
KLEINSTEIN	1	1927		Investigate
L	6	1971		
LAAS CLOSE	11	1971		Investigate
Laburnam Cottages	3	1933		
Ladyhill	3	1933		
Ladyhill Green	20	1971	Ladyhill Green	
Ladyhill Road	20	1971	Ladyhill Road	
Lamb Close	85	1950; 1971		
Lamb Cottages	1	1886		
Lambert Close	46	1971	Lambert Close	
Lambert Street	468	1897; 1899; 1905; 1914; 1933; 1938; 1946; 1950; 1971		
Lambourne Crescent	22	1971	Lambourne Crescent	
Lambourne Walk	6	1971	Lambourne Walk	
Lambourne Way	51	1971	Lambourne Way	
LANDSDOWNE PLACE—	4	1894		
Landseer Close	96	1971	Landseer Close	
Lane Francis	18	1894		
Lansdowne Cottages	2	1886		
Lansdowne Place	7	1886; 1893; 1894		
LANSDOWNE PLACE—	8	1893		
Lansdowne Road	70	1971		
Larch Grove	48	1971	Larch Grove	
Latch's wharf	3	1894		
Laurel Crescent	32	1971	Laurel Crescent	
Lawn Terrace	45	1893; 1894; 1899; 1905; 1933; 1938; 1946		
LAWN TERRACE—	13	1894		
Lawrence Hill	28	1897; 1905; 1914; 1933; 1938; 1946; 1950		
Lawrence Hill Avenue	41	1971	Lawrence Hill Avenue	
Lawrence Thos. 2 Vine place	28	1894		
Lawson Terrace	2	1886; 1905		
LAWSON TERRACE—	141	1890		
Leicester Road	488	1886; 1893; 1894; 1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Lennard Street	378	1897; 1899; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
LEWIS	1	1927		Investigate
