Street Name	Record Count	Years	Amendment	Notes
Edward Street	64	1886; 1905		
Edward VII Avenue	375	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Edward VII Crescent	49	1933; 1936; 1938; 1946; 1950; 1971		
Edwin Street	221	1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Elaine Crescent	108	1936; 1938; 1946; 1950; 1971		
Elan Close	38	1971		
Eldon Chambers	1	1905		
Elgar Avenue	192	1946; 1950; 1971		
Elgar Circle	133	1946; 1950; 1971		
Elgar Close	52	1950; 1971		
ELM GROVE	22	1971		
Elysia Street	12	1938; 1946; 1950		
Elysta Street	8	1971		
Emlyn Chambers	15	1890; 1905; 1927; 1938; 1946		
EMLYN CHAMBERS—	11	1890		
Emlyn Sqaure	3	1971		
Emlyn Street	437	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Emlyn Terrace	117	1905; 1914; 1933; 1936; 1938		
Emlyn Walk	5	1971		
English Baptist Church	3	1927		
Enville Close	8	1971		
Enville Road	56	1946; 1950; 1971		
Eric Coates Walk	17	1971		
Eric Coats Close	2	1971		
Eschol Close	43	1971		
Essex Street	43	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Eton Road	385	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Evans Street	157	1890; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Eveswell Park	151	1905; 1914; 1933; 1936; 1938; 1946		
Eveswell Park Road	26	1950		
Eveswell Street	351	1886; 1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Eveswell Terrace	12	1905; 1933; 1936; 1938; 1946		
Exchange Chambers	1	1933		
EXCHANGE CHAMBERS—	25	1890		
Exchange Road	1	1933		
Exeter Road	112	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Exeter Street	278	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
F	3	1927		Investigate
Factory Road	92	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fair Oak Lane	3	1971		
Fair Oak Terrace	393	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Fairfax Road	361	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fairfax Street	8	1905		
Fairoak Avenue	611	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fairways	1	1950		
Faraday	1	1950		
Farm Cottages	6	1933		
Farnaby Close	24	1971		
Faulkner Road	288	1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Feering Street	568	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Fern Rise	247	1971		
Fibbank Crescent	21	1938		
FICE T. &	69	1927		Fair Oak Terrace
Fields Crescent Road	9	1897		
Fields Park Avenue	236	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Fields Park Crescent	25	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Fields Park Road	480	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Fields Road	522	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Filey Road	82	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Firbank Avenue	106	1938; 1946; 1950; 1971		
Firbank Crescent	82	1946; 1950; 1971		
Fire Station Cottages	5	1933		
Fire Station Flats	4	1933		
FISHER CLOSE	37	1971		
Fleming Close	18	1950; 1971		
FLINT CLOSE	9	1971		
Ford Street	432	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
FOREST CLOSE	18	1971		
Fosse Road	34	1971		
Fothergill Place	1	1914		
Fothergill Street	60	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Fotheringham Place	111	1933; 1936; 1938; 1946; 1950		
Francis Street	131	1876; 1878; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
FRANCIS' DYE WORKS	2	1927		Fair Oak Terrace
FRANCIS' DYE WORKS. ESTAB. 1890	346	1927		Fair Oak Terrace
FRANCIS’ DYE WORKS. ESTAB. 1890	54	1927		Fair Oak Terrace
Frank Street	149	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Frederick Street	314	1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
FRIAR's FIELDS	101	1887		
Friar's Road	6	1886		
Friars Chambers	5	1905; 1936; 1938; 1946		
Friars Crescent	73	1936; 1938; 1946; 1950; 1971		
Friars Fields	4	1876; 1878		
Friars Road	328	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Friars Street	128	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Frobisher Road	67	1938; 1946; 1950		
FROHERBIER ROAD	27	1971		
Frome Walk	128	1971		
FULFORD's	25	1890		
Fulford's Cottages	10	1886; 1933; 1936; 1938; 1946		
Fulfords Cottages	1	1905		
G	230	1927		Investigate
G.W.R. INSTITUTE	6	1927		Investigate
Gaer Fach	29	1933; 1936; 1938; 1946		
Gaer Park Avenue	521	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Crescent	52	1933; 1936		
Gaer Park Drive	804	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Hill	120	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Lane	200	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Parade	59	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Park Road	503	1933; 1936; 1938; 1946; 1950; 1971		
Gaer Road	128	1933; 1938; 1946; 1950; 1971		
Gaer Street	113	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
GAINEY's COURT	12	1887		
Gainsborough Drive	98	1971		
Garden Lane	2	1897		
Garth Terrace	7	1933		
GARTH TERRACE—	14	1890		
Gaskell Street	233	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
George Street	839	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
George Street (Lower)	21	1876		
George's Buildings	12	1886		
Gibb's Road	39	1971		
Gibbs Road	605	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Gilbert Close	34	1971		
Glanmor Crescent	332	1971		
Glasllwch Crescent	121	1933; 1950		
Glasllwch Lane	264	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Glassworks Cottages	247	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Glebe Street	447	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Glo'ster Place	26	1878; 1886; 1936		
Glo'ster Street	43	1878; 1886; 1936; 1946		
Globe Cottages	2	1886		
Glos'Terrace Place	10	1946		Investigate
Gloster Place	41	1905; 1933; 1938; 1950		
Gloster Street	75	1905; 1933; 1938; 1950; 1971		
Gloucester Chambers	14	1905; 1927; 1938; 1946		
Gloucester Place	20	1897; 1914		
Gloucester Street	21	1897; 1914		
GLO’STER PLACE	11	1927		
GLO’STER STREET	10	1927		
Godfrey Road	293	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Gold Tops	312	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Goldsmith Close	4	1950		
Goodrich Crescent	678	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Goosens Close	43	1971		
Gordon Street	568	1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Gore Street	170	1890; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Gothic Villas	99	1890; 1927; 1933		
Goya CLose	13	1971		
Grafton Joinery	5	1971		
Grafton Road	278	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Graham Bell Close	20	1971		
Graham Street	761	1876; 1878; 1886; 1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Graig Park Avenue	253	1936; 1938; 1946; 1950; 1971		
Graig Park Circle	418	1936; 1938; 1946; 1950; 1971		
Graig Park Hill	172	1936; 1938; 1946; 1950; 1971		
Graig Park Lane	216	1936; 1938; 1946; 1950; 1971		
Graig Park Parade	147	1936; 1938; 1946; 1950; 1971		
Graig Park Road	224	1936; 1938; 1946; 1950; 1971		
Graig Park Villas	212	1936; 1938; 1946; 1950; 1971		
Graig Wood Close	128	1971		
Granville Lane	17	1971		
Granville Square	238	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Granville Street	281	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Greene Close	139	1971		
Greenfield Hill	1	1886		
Greenmeadow Avenue	134	1933; 1936; 1938; 1946; 1950		
Greenmeadow Road	103	1927; 1933; 1936; 1938; 1946; 1950		
Grenville Square	24	1886		
Grenville Street	121	1876; 1878; 1886		
GRIFFIN	16	1927		
Griffin Chambers	4	1927		
Griffin Street	241	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Griffiths Street	2	1905; 1938		
Groves Road	52	1946; 1950		
Guardians' Offices	52	1927		
GUILDHALL CHAMBERS—	18	1890		
Gymnasium	6	1927		
H	53	1927		Investigate
Haisbro Avenue	206	1933; 1936; 1938; 1946; 1950; 1971		
Haldane Place	38	1950; 1971		
Halle Close	14	1971		
Halstead Street	675	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hamilton Street	318	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hampden Road	346	1933; 1936; 1938; 1946; 1950; 1971		
Hampshire Avenue	27	1971		
Hampshire Close	8	1971		
Hampshire Cresent	40	1971		
HAMPTON PLACE.—	11	1890		
Handel Close	53	1971		
Handsworth Street	52	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
HARDING AVENUE	21	1971		
Hardy Close	30	1950; 1971		
HARGREAVES DRIVE	39	1971		
Harrhy Street	47	1905; 1914; 1936; 1938; 1946; 1971		
HARROGATE ROAD	22	1971		
Harrow Road	514	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Harvey Close	4	1950; 1971		
Hathaway Street	42	1946; 1950; 1971		
Havelock Street	54	1876; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hawarden Road	216	1933; 1936; 1938; 1946; 1950; 1971		
Hawkes Close	5	1971		
Hawkins Crescent	14	1971		
Hawthorn Avenue	301	1933; 1936; 1938; 1946; 1950		
Hawthorn Fosse	97	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hawthorn Square	162	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hawthorne Avenue	472	1914; 1971		
Hazlitt Close	8	1950		
Heather Road	388	1927; 1933; 1936; 1938; 1946; 1950		
Henry Street	914	1886; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Henry Wood Close	62	1950; 1971		
Henson Street	305	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Herbert Road	13	1950; 1971		
Herbert Street	363	1876; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Hereford Place	24	1878; 1886; 1905; 1936; 1938; 1946		
Hereford Street	454	1890; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hertford Place	111	1933; 1936; 1938; 1946; 1950; 1971		
Hewertson Street	837	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
HIGH ST. CHAMBERS—	24	1890		
High Street	1499	1876; 1878; 1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Highbury Chambers	90	1905; 1927; 1933; 1938; 1946; 1971		
Highcroft Road	78	1933; 1936; 1938; 1946; 1950; 1971		
Highcross Drive	62	1946; 1950; 1971		
Highcross Lane	98	1946; 1950; 1971		
Highfield Road	56	1938; 1946; 1950; 1971		
Highweek Terrace	18	1927; 1933		
HIGHWEEK TERRACE—	3	1890		
Hill Street	465	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
HILLMINSTER TERRACE—	5	1890		
Hillview Crescent	101	1971		
Hobart Close	13	1971		
Hogarth Close	23	1971		
Holbein Road	9	1971		
Hollybush Avenue	46	1971		
Hollybush Close	24	1971		
Holst Close	27	1971		
Homfray Street	4	1897		
Hood Road	37	1971		
Hopefield	173	1878; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Hopkins Walk	11	1971		
Horrocks Close	24	1971		
Hoskins Street	686	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
HOUSE	2	1927		Investigate
Hove Avenue	221	1946; 1950; 1971		
Howard Close	34	1971		
Howe Circle	32	1971		
Howe Street	30	1927		
Hubert Road	282	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Humber Close	27	1971		
Humber Road	53	1971		
Huxley Green	27	1950; 1971		
Ifton Street	217	1905; 1914; 1927; 1933; 1936; 1946; 1950; 1971		
Imperial Chambers	4	1933; 1938; 1946		
Inkerman Street	6	1878		
Inner Circle	21	1927; 1933		
Isca Terrace	2	1876		
Island Site	10	1933		
Itchen Close	20	1971		
Itchen Road	6	1971		
Ivor Street	100	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Ivy Road	24	1927; 1936; 1971		
Jackson Place	207	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
James Street	246	1878; 1886; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jane Austen Close	12	1971		
Jane Austin Close	10	1950		
Japonica Close	23	1971		
Jayne's Buildings	106	1878; 1886; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Jeddo Street	1062	1878; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Jeffrey Street	941	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Jellicoe Close	24	1971		
JENKINS	8	1971		Investigate
Jenkins Street	345	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jervis Walk	14	1971		
Jewell Lane	4	1971		
JEWELLERS	12	1971		Investigate
Joen Ireland Close	94	1971		
John Bull Close	21	1971		
John Field Walk	10	1971		
John Frost Square	13	1971		
John Street	19	1886; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jones Street	729	1876; 1886; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Jones's Cottages	2	1933		
Joyce Close	57	1971		
JUBILEE TERRACE.—	70	1890		
Junction Road	122	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Junction Street	8	1876		
Kear Street	9	1886; 1950; 1971		
Keats Close	6	1971		
Keene Street	131	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kelly Road	15	1971		
Kelvedon Street	72	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kelvin Chambers	6	1927; 1933		
Kelvin Close	14	1950		
Kenilworth Road	217	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kensington Grove	91	1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kensington Place	413	1876; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
KENSINGTON TERRACE.—	90	1890		
Keynsham Avenue	264	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Keyse's Buildings	2	1886		
Kimberley Terrace	137	1927; 1933		
King Street	109	1886; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
King's Chambers	2	1938; 1946		
King's Parade	84	1927; 1933; 1938; 1946; 1950; 1971		
Kings Parade	70	1876; 1897; 1905; 1914		
Kingshill	11	1897; 1905; 1914; 1933; 1936; 1938		
Kingsland Terrace	15	1905; 1927; 1933		
KINGSM	10	1927		Investigate
Kingsmill Gardens	18	1897; 1927; 1933		
Kingsmill Terrace	133	1876; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Kingston Road	71	1914; 1927; 1933; 1938; 1946; 1950; 1971		
Kingsway	169	1938; 1946; 1950; 1971		
Kipling Hill	5	1950		
Kirby Street	98	1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950		
KLEINSTEIN	1	1927		Investigate
L.D	6	1971		
LAAS CLOSE	11	1971		Investigate
Laburnam Cottages	3	1933		
Ladyhill	3	1933		
Ladyhill Green	20	1971		
Ladyhill Road	20	1971		
Lamb Close	85	1950; 1971		
Lamb Cottages	1	1886		
Lambert Close	46	1971		
Lambert Street	447	1897; 1905; 1914; 1933; 1938; 1946; 1950; 1971		
Lambourne Crescent	22	1971		
Lambourne Walk	6	1971		
Lambourne Way	51	1971		
Landseer Close	96	1971		
Lansdowne Cottages	2	1886		
Lansdowne Place	2	1886		
Lansdowne Road	70	1971		
Larch Grove	48	1971		
Laurel Crescent	32	1971		
Lawn Terrace	21	1905; 1933; 1938; 1946		
Lawrence Hill	28	1897; 1905; 1914; 1933; 1938; 1946; 1950		
Lawrence Hill Avenue	41	1971		
Lawson Terrace	2	1886; 1905		
LAWSON TERRACE—	141	1890		
Leicester Road	435	1886; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Lennard Street	347	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
LEWIS	1	1927		Investigate
Lewis Street	1098	1876; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Lewis Street (Upper)	7	1876		
Libeneth Road	438	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lilleshall Street	208	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lime Crescent	395	1927; 1933; 1936; 1938; 1946; 1950; 1971		Street is now Aberthaw Road. Add marker to Lime Crescent to indicate it used to be Lime Crescent.
Lime Street	927	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lincoln Close	12	1950; 1971		
Linden Road	162	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Linley Close	88	1971		
Linton Street	81	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Liscombe Street	452	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lister Green	33	1950; 1971		
Livale Close	15	1971		
Livale Court	37	1971		
Livale Road	77	1971		
Liverpool Street	137	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Livingstone Place	516	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Livingstone Street	10	1876		
Llanarth Chambers	1	1933		Investigate
Llanarth Street	282	1876; 1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Llandaff Street	35	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Llanover Close	90	1971		
Llanthewy Road	788	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Llanthewy Road Baptist Church	22	1927		
Llanvair Road	212	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Llanvair Street	10	1897		
Llanvapley Road	1	1927		
Llanwern Road	83	1946; 1971		
Llanwern Street	340	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Llewellin Street	166	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Llewellin Terrace	23	1905		
Lliswerry	108	1890; 1897; 1905; 1914		
Lliswerry Road	1122	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Llivale Walk	9	1971		
Lloyd Road	18	1971		
Lloyd Street	288	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Lloyd's Bank Chambers	3	1905; 1938; 1946		
Llwynderi Road	76	1914; 1927; 1933; 1936; 1938; 1946; 1950		
LOCK STREET	16	1890		
Locke Street	265	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lodden Close	12	1971		
London Street	553	1890; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
London Wharf	1	1933		
LONG GREEN	11	1971		
Lord Street	153	1886; 1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
LOWER CROSS STREET	31	1890		
Lower George Street	42	1876; 1890		
Lucas Street	542	1890; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Lyndhurst Avenue	201	1936; 1938; 1946; 1950		
Lyne Road	408	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
M	22	1971		
M.O. & T..B. & A. &	9	1927		Investigate
Macarthys Court	21	1886; 1897; 1905; 1914; 1933		
Macauley Gardens	8	1950		
Maddox Close	3	1936; 1938; 1946		
MAESGLAS	57	1971		Investigate
Maesglas Avenue	894	1933; 1936; 1938; 1946; 1950; 1971		
Maesglas Crescent	1114	1933; 1936; 1938; 1946; 1950; 1971		
Maesglas Grove	446	1938; 1946; 1950; 1971		
Maesglas Road	842	1933; 1936; 1938; 1946; 1950; 1971		
Maesglas Street	99	1933; 1936; 1938; 1946; 1950; 1971		
Magnolia Close	14	1971		
Magor Street	669	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Maindee Hall Flats	131	1927; 1933		
Maindee Lawn Villas	6	1927; 1933		
Maindee Municipal Buildings	3	1927		
Maindee Parade	923	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Maindee Place	2	1876		
Maindee Schools	16	1927		
Malcolm Sargent Close	67	1971		
Malpas	24	1876		
Malpas Road	2496	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950		
Malvern Road	1	1936		
Manchester Street	401	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Manley Road	122	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950		
Mansel Street	166	1905; 1933; 1936; 1938; 1946; 1950; 1971		
Mansell Street	23	1914		
Maple Avenue	289	1933; 1936; 1938; 1946; 1950; 1971		
Marconi Close	13	1950; 1971		
Margaret Avenue	241	1936; 1938; 1946; 1950; 1971		
Marion Street	708	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Market (Provision)	766	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Market (Provision) Annexe	18	1933; 1938		
Market Arcade	145	1936; 1971		
MARKET HOUSE	2	1887		
Market Street	347	1876; 1887; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Marlborough Road	695	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Marlowe Gardens	11	1950; 1971		
Marshes Road	46	1876		
Marshfield Street	482	1914; 1933; 1936; 1938; 1946; 1950; 1971		
Masefield Vale	109	1950; 1971		
Maugham Close	10	1971		
Maughan Close	7	1950		
May Street	71	1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Meads Close	27	1971		
Medlock Close	1	1971		
Medlock Walk	1	1971		
Medway Close	28	1971		
Medway Court	35	1971		
Medway Road	146	1971		
Melbourne Way	150	1971		
Melfort Road	312	1936; 1938; 1946; 1950; 1971		
Mellon Square	17	1886; 1897		
Mellon Street	312	1876; 1878; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Melton Terrace	14	1905; 1933		
Mendalgief Road	688	1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Meon Close	29	1971		
Mercantile Chambers	1	1933		
Merchant Street	72	1878; 1897; 1905; 1914; 1933; 1938; 1946		
Merchant Street (Upper)	7	1876		
MERCHANTS	8	1971		Investigate
Meredith Close	12	1971		
Merlin Crescent	234	1936; 1938; 1946; 1950; 1971		
Merriott's Place	24	1936; 1971		
Merriotts Place	103	1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950		
Mersey Walk	21	1971		
Methuen Road	265	1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Metropolitan Bank Chambers	3	1905; 1938; 1946		
Midland Bank Chambers	4	1905; 1927; 1938; 1946		
Mile End Terrace	4	1876; 1927		
Mill Parade	493	1876; 1878; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Mill Street	322	1876; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Milman Street	504	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Milner Street	320	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Milton Road	287	1936; 1938; 1946; 1950; 1971		
Mole Close	31	1971		
Monet Cresent	16	1971		
Monnow Walk	158	1971		
Monnow Way	483	1971		
Montgomery Road	110	1971		
Montreal Close	8	1971		
Moore Crescent	20	1971		
Moorland Avenue	116	1938; 1946; 1950; 1971		
Morden Lane	4	1971		
Morden Road	728	1897; 1905; 1914; 1927; 1933; 1938; 1946; 1950; 1971		
Moreland Avenue	28	1936		
Morgan Street	245	1876; 1886; 1897; 1905; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Morley Close	33	1971		
Morris Street	405	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
MORTON WAY	15	1971		
Mount Bax	47	1950; 1971		Investigate
Mount Pleasant	16	1876; 1878		
MOUNTBATTEN CLOSE	42	1971		
Mountjoy Place	256	1876; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Mountjoy Road	171	1876; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Mountjoy Street	160	1876; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
MOURING ORDERS PROMPTLY ATTENDED TO	59	1927		Investigate
Moxon Road	15	1971		
Mulcaster Avenue	22	1971		
Mullock's Court	23	1878		
Munnings Drive	60	1971		
Myra Hess Close	27	1971		
Myrtle Grove	89	1927; 1933; 1936; 1938; 1946; 1950; 1971		
Nant Coch Drive	9	1971		
Nant Coch Hill	205	1933; 1936		
Nash Grove	73	1971		
Nash Road	1068	1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
National Buildings	81	1933; 1971		
National Buildings Flats	7	1933		
Nelson Street	141	1878; 1897; 1905		
Neptune Lane	3	1876		
Neston Road	53	1946; 1950; 1971		
New Cottages	9	1927; 1933		
NEW ENTRANCE—	35	1887		
New Pastures	15	1971		
New Ruperra Street	68	1876; 1897; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
New Street	260	1876; 1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Newman Close	53	1971		
Newport Arcade	34	1927; 1936; 1971		
Newport Corporation	293	1971		
Newport Corporation Market	115	1905		
Newport House	78	1971		
NEWPORT STREET	70	1890		
NEWPORT STREET LIST	9312	1887; 1890		
Newton Way	53	1950; 1971		
Nicholas Cottages	2	1933		
Nidd Close	15	1971		
Nidd Walk	6	1971		
Norfolk Road	135	1927; 1933; 1936; 1938; 1946; 1950; 1971		
North Street	583	1876; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Northumberland Road	53	1933; 1936; 1938; 1946; 1950; 1971		
Norvic Chambers	3	1933		
Novello Walk	11	1971		
Oak Street	217	1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950; 1971		
Oak Terrace	26	1897; 1905; 1914		
Oakfield Gardens	126	1971		
Oakfield Road	510	1914; 1933; 1936; 1938; 1946; 1950		
Oaklands Road	14	1927; 1933; 1938; 1971		
Oakley Street	496	1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950; 1971		
Oaks Close	30	1938; 1946; 1950; 1971		
Oddment Shop	56	1971		
OFFICE	32	1927		Investigate
OFFICE.O.,& S.B.&A.&	48	1927		Investigate
